name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Fort Point Pale Ale - Mosaic Double Dry Hopped,Trillium Brewing Company,"Massachusetts, United States",American Pale AleRanked #36,American Pale Ale,Ranked #36, 6.6%,"95Ranked #1,753",95,"Ranked #1,753",4.38 | pDev: 4.79%,4.38,4.79%,8,31,Active,"Jan 17, 2020"
Patina Pale Ale - Double Dry-Hopped,Austin Street Brewery,"Maine, United States",American Pale AleRanked #37,American Pale Ale,Ranked #37, 5.3%,"94Ranked #1,942",94,"Ranked #1,942",4.31 | pDev: 6.96%,4.31,6.96%,7,59,Active,"Sep 06, 2015"
Juli-ish,Tree House Brewing Company,"Massachusetts, United States",American Pale AleRanked #38,American Pale Ale,Ranked #38, 5.2%,"94Ranked #2,000",94,"Ranked #2,000",4.29 | pDev: 6.06%,4.29,6.06%,21,82,Active,"Jun 26, 2021"
Moonage Daydream,Cellarmaker Brewing Co.,"California, United States",American Pale AleRanked #39,American Pale Ale,Ranked #39, 5.1%,"94Ranked #1,995",94,"Ranked #1,995",4.3 | pDev: 7.21%,4.3,7.21%,9,67,Active,"Nov 09, 2013"
Conduct Of Life,Hill Farmstead Brewery,"Vermont, United States",American Pale AleRanked #40,American Pale Ale,Ranked #40, 5%,"94Ranked #2,058",94,"Ranked #2,058",4.25 | pDev: 6.59%,4.25,6.59%,60,517,Active,"May 02, 2015"
Christopher Riwakan,Cellarmaker Brewing Co.,"California, United States",American Pale AleRanked #41,American Pale Ale,Ranked #41, 5.9%,"94Ranked #1,955",94,"Ranked #1,955",4.36 | pDev: 5.96%,4.36,5.96%,3,32,Active,"Oct 09, 2014"
Alpha King,3 Floyds Brewing Co.,"Indiana, United States",American Pale AleRanked #42,American Pale Ale,Ranked #42, 6.66%,"94Ranked #2,108",94,"Ranked #2,108",4.24 | pDev: 8.96%,4.24,8.96%,"1,974","7,016",Active,"Jul 23, 2000"
Sumner,Hill Farmstead Brewery,"Vermont, United States",American Pale AleRanked #43,American Pale Ale,Ranked #43, 5.2%,"94Ranked #2,110",94,"Ranked #2,110",4.25 | pDev: 6.12%,4.25,6.12%,47,329,Active,"Apr 06, 2016"
Small Bird Series: Little Rooster,Trillium Brewing Company,"Massachusetts, United States",American Pale AleRanked #44,American Pale Ale,Ranked #44, 5.8%,"94Ranked #2,123",94,"Ranked #2,123",4.25 | pDev: 6.59%,4.25,6.59%,58,315,Active,"Jul 13, 2013"
East Hill,Tree House Brewing Company,"Massachusetts, United States",American Pale AleRanked #45,American Pale Ale,Ranked #45, 5.2%,"94Ranked #2,259",94,"Ranked #2,259",4.25 | pDev: 5.88%,4.25,5.88%,29,184,Active,"Apr 01, 2014"
Beneficiaries Of Chance,Tree House Brewing Company,"Massachusetts, United States",American Pale AleRanked #46,American Pale Ale,Ranked #46, 5.3%,"94Ranked #2,268",94,"Ranked #2,268",4.26 | pDev: 7.75%,4.26,7.75%,22,117,Active,"Sep 17, 2014"
Mosaic Pale Ale,pFriem Family Brewers,"Oregon, United States",American Pale AleRanked #47,American Pale Ale,Ranked #47, 6.3%,"94Ranked #2,449",94,"Ranked #2,449",4.25 | pDev: 6.82%,4.25,6.82%,35,119,Active,"Mar 11, 2013"
Present Moment,Tree House Brewing Company,"Massachusetts, United States",American Pale AleRanked #48,American Pale Ale,Ranked #48, 5.4%,"94Ranked #2,478",94,"Ranked #2,478",4.23 | pDev: 7.33%,4.23,7.33%,47,343,Active,"Mar 28, 2015"
Dank Meme,Triptych Brewing,"Illinois, United States",American Pale AleRanked #49,American Pale Ale,Ranked #49, 5%,"94Ranked #2,454",94,"Ranked #2,454",4.25 | pDev: 5.88%,4.25,5.88%,37,117,Active,"Sep 02, 2016"
Pride & Purpose,Tree House Brewing Company,"Massachusetts, United States",American Pale AleRanked #50,American Pale Ale,Ranked #50, 5.1%,"94Ranked #2,573",94,"Ranked #2,573",4.23 | pDev: 7.09%,4.23,7.09%,47,247,Active,"Aug 25, 2016"
Amarillo Pale Ale,Hill Farmstead Brewery,"Vermont, United States",American Pale AleRanked #51,American Pale Ale,Ranked #51, 5.2%,"94Ranked #2,678",94,"Ranked #2,678",4.22 | pDev: 6.87%,4.22,6.87%,56,374,Active,"Sep 07, 2011"
Wetwired,Holy Mountain Brewing Company,"Washington, United States",American Pale AleRanked #52,American Pale Ale,Ranked #52, 6.5%,"94Ranked #2,583",94,"Ranked #2,583",4.37 | pDev: 6.86%,4.37,6.86%,6,21,Active,"Oct 10, 2016"
Automatic,Creature Comforts,"Georgia, United States",American Pale AleRanked #53,American Pale Ale,Ranked #53, 5.2%,"94Ranked #2,865",94,"Ranked #2,865",4.22 | pDev: 8.06%,4.22,8.06%,48,174,Active,"Jul 10, 2015"
Teacher’s Pet,Fidens Brewing Company,"New York, United States",American Pale AleRanked #54,American Pale Ale,Ranked #54, 5.4%,"94Ranked #2,636",94,"Ranked #2,636",4.39 | pDev: 5.24%,4.39,5.24%,6,18,Active,"Jun 25, 2022"
Small Bird Series: Tiny Chicken,Trillium Brewing Company,"Massachusetts, United States",American Pale AleRanked #55,American Pale Ale,Ranked #55, 5.6%,"93Ranked #2,959",93,"Ranked #2,959",4.21 | pDev: 6.65%,4.21,6.65%,43,263,Active,"Aug 28, 2013"
Tornado,Tree House Brewing Company,"Massachusetts, United States",American Pale AleRanked #56,American Pale Ale,Ranked #56, 5.6%,"93Ranked #3,043",93,"Ranked #3,043",4.2 | pDev: 7.14%,4.2,7.14%,75,622,Active,"Oct 17, 2012"
Mt. Nelson,Cellarmaker Brewing Co.,"California, United States",American Pale AleRanked #57,American Pale Ale,Ranked #57, 5.4%,"93Ranked #3,038",93,"Ranked #3,038",4.23 | pDev: 8.27%,4.23,8.27%,17,87,Active,"Apr 01, 2015"
Zombie Ice,3 Floyds Brewing Co.,"Indiana, United States",American Pale AleRanked #58,American Pale Ale,Ranked #58, 8.5%,"93Ranked #3,118",93,"Ranked #3,118",4.2 | pDev: 8.81%,4.2,8.81%,136,342,Active,"Aug 11, 2022"
Cromulent,Transient Artisan Ales,"Michigan, United States",American Pale AleRanked #59,American Pale Ale,Ranked #59, 6%,"93Ranked #3,167",93,"Ranked #3,167",4.21 | pDev: 6.41%,4.21,6.41%,33,142,Active,"Jun 27, 2016"
Positively 22nd Street,Brick & Feather Brewery,"Massachusetts, United States",American Pale AleRanked #60,American Pale Ale,Ranked #60, 5.5%,"93Ranked #3,019",93,"Ranked #3,019",4.34 | pDev: 5.99%,4.34,5.99%,7,21,Active,"Oct 16, 2016"
Born Again Yesterday,Lagunitas Brewing Company,"California, United States",American Pale AleRanked #61,American Pale Ale,Ranked #61, 7.2%,"93Ranked #3,278",93,"Ranked #3,278",4.19 | pDev: 6.68%,4.19,6.68%,141,578,Active,"May 26, 2016"
Mosaic Crush,Moonraker Brewing Company,"California, United States",American Pale AleRanked #62,American Pale Ale,Ranked #62, 6%,"93Ranked #3,152",93,"Ranked #3,152",4.28 | pDev: 4.67%,4.28,4.67%,8,33,Active,"Dec 05, 2016"
Positively 11th Street,Brick & Feather Brewery,"Massachusetts, United States",American Pale AleRanked #63,American Pale Ale,Ranked #63, 5%,"93Ranked #3,200",93,"Ranked #3,200",4.25 | pDev: 5.18%,4.25,5.18%,11,47,Active,"Nov 02, 2015"
Small Bird Series: Pocket Pigeon,Trillium Brewing Company,"Massachusetts, United States",American Pale AleRanked #64,American Pale Ale,Ranked #64, 5.4%,"93Ranked #3,453",93,"Ranked #3,453",4.19 | pDev: 7.16%,4.19,7.16%,46,254,Active,"Feb 15, 2014"
Rings of Light,Sapwood Cellars,"Maryland, United States",American Pale AleRanked #65,American Pale Ale,Ranked #65, 4.8%,"93Ranked #3,107",93,"Ranked #3,107",4.39 | pDev: 6.38%,4.39,6.38%,4,15,Active,"Sep 25, 2018"
LUX,Bissell Brothers Brewing Co.,"Maine, United States",American Pale AleRanked #66,American Pale Ale,Ranked #66, 5.1%,"93Ranked #3,527",93,"Ranked #3,527",4.18 | pDev: 7.18%,4.18,7.18%,112,585,Active,"Jan 07, 2015"
Peeptoad,Tilted Barn Brewery,"Rhode Island, United States",American Pale AleRanked #67,American Pale Ale,Ranked #67, 6.2%,"93Ranked #3,515",93,"Ranked #3,515",4.2 | pDev: 7.14%,4.2,7.14%,21,115,Active,"May 21, 2015"
Citra Dry-hopped Pale,Garrison City Beerworks,"New Hampshire, United States",American Pale AleRanked #68,American Pale Ale,Ranked #68, 5.1%,"93Ranked #3,628",93,"Ranked #3,628",4.21 | pDev: 8.55%,4.21,8.55%,16,72,Active,"Dec 11, 2014"
Pseudo Sue - Peacharine Dry-Hopped,Toppling Goliath Brewing Company,"Iowa, United States",American Pale AleRanked #69,American Pale Ale,Ranked #69, 5.8%,"93Ranked #3,706",93,"Ranked #3,706",4.22 | pDev: 4.74%,4.22,4.74%,15,54,Active,"Aug 18, 2023"
8 Days A Week,Beer'd Brewing Co.,"Connecticut, United States",American Pale AleRanked #70,American Pale Ale,Ranked #70, 6.7%,"93Ranked #3,837",93,"Ranked #3,837",4.18 | pDev: 7.42%,4.18,7.42%,25,175,Active,"Apr 18, 2014"
The Glow,Cellarmaker Brewing Co.,"California, United States",American Pale AleRanked #71,American Pale Ale,Ranked #71, 5.7%,"93Ranked #3,773",93,"Ranked #3,773",4.21 | pDev: 7.84%,4.21,7.84%,10,63,Active,"Dec 31, 2014"
Kittens & Canoes,Beer'd Brewing Co.,"Connecticut, United States",American Pale AleRanked #72,American Pale Ale,Ranked #72, 5.7%,"93Ranked #3,859",93,"Ranked #3,859",4.2 | pDev: 7.62%,4.2,7.62%,14,75,Active,"Jun 14, 2014"
Double False Pattern,Modist Brewing Co.,"Minnesota, United States",American Pale AleRanked #73,American Pale Ale,Ranked #73, 7.5%,"93Ranked #3,727",93,"Ranked #3,727",4.26 | pDev: 7.51%,4.26,7.51%,10,30,Active,"Jun 30, 2018"
Space Station Middle Finger,3 Floyds Brewing Co.,"Indiana, United States",American Pale AleRanked #74,American Pale Ale,Ranked #74, 6%,"93Ranked #4,028",93,"Ranked #4,028",4.16 | pDev: 9.13%,4.16,9.13%,233,"1,851",Active,"Mar 18, 2013"
Greenstone,Old Nation Brewing Co.,"Michigan, United States",American Pale AleRanked #75,American Pale Ale,Ranked #75, 5.5%,"93Ranked #3,969",93,"Ranked #3,969",4.18 | pDev: 6.7%,4.18,6.7%,30,134,Active,"Feb 17, 2017"
Fort Point Pale Ale - Riwaka Dry Hopped,Trillium Brewing Company,"Massachusetts, United States",American Pale AleRanked #76,American Pale Ale,Ranked #76, 6.6%,"93Ranked #3,875",93,"Ranked #3,875",4.25 | pDev: 6.12%,4.25,6.12%,7,31,Active,"Jul 29, 2022"
Launch Beer,Trillium Brewing Company,"Massachusetts, United States",American Pale AleRanked #77,American Pale Ale,Ranked #77, 5.7%,"93Ranked #4,160",93,"Ranked #4,160",4.16 | pDev: 7.93%,4.16,7.93%,95,474,Active,"Nov 23, 2015"
Homespun,Suarez Family Brewery,"New York, United States",American Pale AleRanked #78,American Pale Ale,Ranked #78, 4.9%,"93Ranked #4,147",93,"Ranked #4,147",4.18 | pDev: 5.02%,4.18,5.02%,22,105,Active,"Aug 07, 2016"
Pale Ale,MadeWest Brewing Company,"California, United States",American Pale AleRanked #79,American Pale Ale,Ranked #79, 5.6%,"93Ranked #4,032",93,"Ranked #4,032",4.22 | pDev: 9.48%,4.22,9.48%,12,43,Active,"Feb 07, 2016"
Daaank Daniel,Heist Brewery,"North Carolina, United States",American Pale AleRanked #80,American Pale Ale,Ranked #80, 5.8%,"93Ranked #4,025",93,"Ranked #4,025",4.25 | pDev: 7.29%,4.25,7.29%,5,29,Active,"Oct 14, 2018"
Daisy Cutter,Half Acre Beer Company,"Illinois, United States",American Pale AleRanked #81,American Pale Ale,Ranked #81, 5.2%,"92Ranked #4,310",92,"Ranked #4,310",4.15 | pDev: 9.4%,4.15,9.4%,993,"4,158",Active,"Mar 20, 2009"
Prima Materia,Root + Branch Brewing,"New York, United States",American Pale AleRanked #82,American Pale Ale,Ranked #82, 5.4%,"93Ranked #4,202",93,"Ranked #4,202",4.24 | pDev: 6.6%,4.24,6.6%,4,30,Active,"Jan 10, 2019"
Brickstone APA,BrickStone Restaurant & Brewery,"Illinois, United States",American Pale AleRanked #83,American Pale Ale,Ranked #83, 6.25%,"92Ranked #4,520",92,"Ranked #4,520",4.15 | pDev: 8.67%,4.15,8.67%,66,398,Active,"Apr 27, 2009"
Pulp,RAR Brewing (Real Ale Revival),"Maryland, United States",American Pale AleRanked #84,American Pale Ale,Ranked #84, 6.2%,"92Ranked #4,543",92,"Ranked #4,543",4.16 | pDev: 7.93%,4.16,7.93%,33,144,Active,"Jan 30, 2016"
Elaborate Metaphor,Burlington Beer Co.,"Vermont, United States",American Pale AleRanked #85,American Pale Ale,Ranked #85, 5.4%,"92Ranked #4,628",92,"Ranked #4,628",4.15 | pDev: 6.99%,4.15,6.99%,65,267,Active,"Dec 03, 2016"
Thanks For Letting Us Play Tonight,Hoof Hearted Brewing,"Ohio, United States",American Pale AleRanked #86,American Pale Ale,Ranked #86, 5.5%,"92Ranked #4,559",92,"Ranked #4,559",4.17 | pDev: 5.52%,4.17,5.52%,23,90,Active,"Oct 08, 2017"
Shepherd Boy,5 Stones Artisan Brewery,"Texas, United States",American Pale AleRanked #87,American Pale Ale,Ranked #87, 6.3%,"92Ranked #4,379",92,"Ranked #4,379",4.25 | pDev: 6.59%,4.25,6.59%,7,25,Active,"Nov 24, 2017"
Dwell,Fox Farm Brewery,"Connecticut, United States",American Pale AleRanked #88,American Pale Ale,Ranked #88, 5.9%,"92Ranked #4,566",92,"Ranked #4,566",4.18 | pDev: 5.02%,4.18,5.02%,18,66,Active,"Dec 06, 2018"
The Weight,Piece Brewery & Pizzeria,"Illinois, United States",American Pale AleRanked #89,American Pale Ale,Ranked #89, 6%,"92Ranked #4,641",92,"Ranked #4,641",4.17 | pDev: 8.63%,4.17,8.63%,11,83,Active,"Jun 21, 2012"
Sparkle Motion - Double Dry-Hopped,Narrow Gauge Brewing Company,"Missouri, United States",American Pale AleRanked #90,American Pale Ale,Ranked #90, 6%,"92Ranked #4,626",92,"Ranked #4,626",4.18 | pDev: 4.78%,4.18,4.78%,14,63,Active,"Oct 28, 2017"
Bone-A-Fide Pale Ale,Boneyard Beer Company,"Oregon, United States",American Pale AleRanked #91,American Pale Ale,Ranked #91, 5.5%,"92Ranked #4,777",92,"Ranked #4,777",4.15 | pDev: 8.19%,4.15,8.19%,30,180,Active,"Jul 03, 2010"
Little Machine,Tree House Brewing Company,"Massachusetts, United States",American Pale AleRanked #92,American Pale Ale,Ranked #92, 5.5%,"92Ranked #4,616",92,"Ranked #4,616",4.2 | pDev: 5.95%,4.2,5.95%,8,42,Active,"Aug 13, 2021"
Fort Point Ale - Motueka Dry Hopped,Trillium Brewing Company,"Massachusetts, United States",American Pale AleRanked #93,American Pale Ale,Ranked #93, 6.6%,"92Ranked #4,824",92,"Ranked #4,824",4.15 | pDev: 7.71%,4.15,7.71%,35,158,Active,"May 23, 2017"
Dusty Roadz,The Veil Brewing Co. - Production Brewery,"Virginia, United States",American Pale AleRanked #94,American Pale Ale,Ranked #94, 5.2%,"92Ranked #4,700",92,"Ranked #4,700",4.19 | pDev: 6.21%,4.19,6.21%,12,47,Active,"Feb 04, 2017"
Lil' Shimmy Ye,Twin Elephant Brewing Company,"New Jersey, United States",American Pale AleRanked #95,American Pale Ale,Ranked #95, 6.2%,"92Ranked #4,685",92,"Ranked #4,685",4.24 | pDev: 5.9%,4.24,5.9%,6,24,Active,"Jul 02, 2016"
HopHands,Tired Hands Brewing Company,"Pennsylvania, United States",American Pale AleRanked #96,American Pale Ale,Ranked #96, 5.5%,"92Ranked #5,067",92,"Ranked #5,067",4.13 | pDev: 7.99%,4.13,7.99%,178,"1,050",Active,"May 11, 2012"
Silent Majority,District 96 Beer Factory,"New York, United States",American Pale AleRanked #97,American Pale Ale,Ranked #97, 5.5%,"92Ranked #4,779",92,"Ranked #4,779",4.22 | pDev: 4.27%,4.22,4.27%,5,29,Active,"Apr 17, 2017"
Green-ish,Tree House Brewing Company,"Massachusetts, United States",American Pale AleRanked #98,American Pale Ale,Ranked #98, 5.4%,"92Ranked #4,828",92,"Ranked #4,828",4.21 | pDev: 6.18%,4.21,6.18%,10,32,Active,"Sep 10, 2021"
Small Bird Series: Pipsqueak Penguin,Trillium Brewing Company,"Massachusetts, United States",American Pale AleRanked #99,American Pale Ale,Ranked #99, 4.9%,"92Ranked #5,082",92,"Ranked #5,082",4.14 | pDev: 6.76%,4.14,6.76%,31,180,Active,"Dec 29, 2016"
Motueka Pale Ale,Hill Farmstead Brewery,"Vermont, United States",American Pale AleRanked #100,American Pale Ale,Ranked #100, 5.2%,"92Ranked #5,123",92,"Ranked #5,123",4.14 | pDev: 7.25%,4.14,7.25%,35,169,Active,"Jun 10, 2011"
Trappist Westvleteren Blond,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Belgium,Belgian Blonde AleRanked #1,Belgian Blonde Ale,Ranked #1, 5.8%,"95Ranked #1,832",95,"Ranked #1,832",4.26 | pDev: 9.62%,4.26,9.62%,471,"1,000",Active,"Mar 23, 2002"
La Fringante,Unibroue,"Quebec, Canada",Belgian Blonde AleRanked #2,Belgian Blonde Ale,Ranked #2, 10%,"91Ranked #6,225",91,"Ranked #6,225",4.12 | pDev: 8.74%,4.12,8.74%,59,89,Active,"Jan 02, 2003"
Fine Acre,Allagash Brewing Company,"Maine, United States",Belgian Blonde AleRanked #3,Belgian Blonde Ale,Ranked #3, 5.5%,"91Ranked #7,998",91,"Ranked #7,998",4.11 | pDev: 6.08%,4.11,6.08%,13,31,Active,"Jan 29, 2021"
Redemption,Russian River Brewing Company,"California, United States",Belgian Blonde AleRanked #4,Belgian Blonde Ale,Ranked #4, 5.15%,"90Ranked #9,796",90,"Ranked #9,796",4.02 | pDev: 10.7%,4.02,10.7%,571,"1,701",Active,"May 09, 2004"
Crescent,Suarez Family Brewery,"New York, United States",Belgian Blonde AleRanked #5,Belgian Blonde Ale,Ranked #5, 4.7%,"91Ranked #8,220",91,"Ranked #8,220",4.1 | pDev: 5.61%,4.1,5.61%,5,33,Active,"Oct 09, 2019"
Summer Sapling,Sante Adairius Rustic Ales,"California, United States",Belgian Blonde AleRanked #6,Belgian Blonde Ale,Ranked #6, 5.7%,"91Ranked #7,709",91,"Ranked #7,709",4.15 | pDev: 7.95%,4.15,7.95%,4,20,Active,"Jan 12, 2018"
"Duvel 6,66%",Brouwerij Duvel Moortgat NV,Belgium,Belgian Blonde AleRanked #7,Belgian Blonde Ale,Ranked #7, 6.66%,"89Ranked #10,954",89,"Ranked #10,954",4 | pDev: 9.75%,4,9.75%,74,178,Active,"Jan 16, 2021"
Troubadour Blond Ale,The Musketeers Brouwerijcafé,Belgium,Belgian Blonde AleRanked #8,Belgian Blonde Ale,Ranked #8, 6.5%,"89Ranked #12,786",89,"Ranked #12,786",3.96 | pDev: 11.36%,3.96,11.36%,165,282,Active,"Jan 25, 2001"
Vincianne,True North Ale Company,"Massachusetts, United States",Belgian Blonde AleRanked #9,Belgian Blonde Ale,Ranked #9, 6.3%,"90Ranked #10,355",90,"Ranked #10,355",4.07 | pDev: 8.85%,4.07,8.85%,7,18,Active,"Dec 03, 2017"
Nowaday,Allagash Brewing Company,"Maine, United States",Belgian Blonde AleRanked #10,Belgian Blonde Ale,Ranked #10, 5.5%,"89Ranked #12,436",89,"Ranked #12,436",3.99 | pDev: 4.51%,3.99,4.51%,11,28,Active,"May 08, 2020"
Duvel: Single Fermented,Brouwerij Duvel Moortgat NV,Belgium,Belgian Blonde AleRanked #11,Belgian Blonde Ale,Ranked #11, 6.8%,"88Ranked #15,253",88,"Ranked #15,253",3.91 | pDev: 9.46%,3.91,9.46%,233,581,Active,"Oct 15, 2008"
Affligem Blond,Brouwerij De Smedt / Brouwerij Affligem,Belgium,Belgian Blonde AleRanked #12,Belgian Blonde Ale,Ranked #12, 6.8%,"87Ranked #15,688",87,"Ranked #15,688",3.9 | pDev: 10.77%,3.9,10.77%,551,"1,301",Active,"Apr 25, 2001"
Chouffe 40th Birthday Edition,Brasserie d'Achouffe,Belgium,Belgian Blonde AleRanked #13,Belgian Blonde Ale,Ranked #13, 5.6%,"89Ranked #13,020",89,"Ranked #13,020",3.99 | pDev: 9.77%,3.99,9.77%,7,16,Active,"May 11, 2022"
Saxo,Brasserie Caracole,Belgium,Belgian Blonde AleRanked #14,Belgian Blonde Ale,Ranked #14, 8%,"87Ranked #16,304",87,"Ranked #16,304",3.89 | pDev: 11.31%,3.89,11.31%,241,432,Active,"Feb 21, 2002"
Blonde,Tree House Brewing Company,"Massachusetts, United States",Belgian Blonde AleRanked #15,Belgian Blonde Ale,Ranked #15, 5.8%,"89Ranked #13,067",89,"Ranked #13,067",4 | pDev: 4%,4,4%,3,12,Active,"Oct 14, 2021"
Anker Blond,Brouwerij Het Anker,Belgium,Belgian Blonde AleRanked #16,Belgian Blonde Ale,Ranked #16, 6.5%,"88Ranked #15,064",88,"Ranked #15,064",3.92 | pDev: 7.91%,3.92,7.91%,26,32,Active,"Aug 21, 2005"
Kasteel Blond,Brouwerij Van Honsebrouck N.V.,Belgium,Belgian Blonde AleRanked #17,Belgian Blonde Ale,Ranked #17, 7%,"87Ranked #16,686",87,"Ranked #16,686",3.88 | pDev: 12.37%,3.88,12.37%,160,256,Active,"Oct 21, 2001"
Single In Havana,Barrel of Monks Brewing,"Florida, United States",Belgian Blonde AleRanked #18,Belgian Blonde Ale,Ranked #18, 4.5%,"88Ranked #14,757",88,"Ranked #14,757",3.93 | pDev: 8.4%,3.93,8.4%,7,24,Active,"Jun 16, 2016"
Devotion,The Lost Abbey,"California, United States",Belgian Blonde AleRanked #19,Belgian Blonde Ale,Ranked #19, 6%,"87Ranked #17,218",87,"Ranked #17,218",3.87 | pDev: 10.59%,3.87,10.59%,363,970,Active,"Apr 28, 2007"
St. Feuillien Blonde,Brasserie St. Feuillien,Belgium,Belgian Blonde AleRanked #20,Belgian Blonde Ale,Ranked #20, 7.5%,"87Ranked #17,131",87,"Ranked #17,131",3.87 | pDev: 9.56%,3.87,9.56%,84,225,Active,"Oct 22, 2002"
"Very, Very Far",Off Color Brewing,"Illinois, United States",Belgian Blonde AleRanked #21,Belgian Blonde Ale,Ranked #21, 6%,"87Ranked #16,189",87,"Ranked #16,189",3.89 | pDev: 6.68%,3.89,6.68%,14,50,Active,"Mar 14, 2019"
Lunatic Blonde,Wicked Weed Brewing,"North Carolina, United States",Belgian Blonde AleRanked #22,Belgian Blonde Ale,Ranked #22, 6.5%,"87Ranked #17,130",87,"Ranked #17,130",3.87 | pDev: 8.27%,3.87,8.27%,41,200,Active,"Jun 09, 2014"
Stormborn,Sand City Brewing Co. - North,"New York, United States",Belgian Blonde AleRanked #23,Belgian Blonde Ale,Ranked #23, 6%,"87Ranked #15,825",87,"Ranked #15,825",3.9 | pDev: 7.18%,3.9,7.18%,4,33,Active,"Oct 01, 2015"
Maredsous 6 - Blonde,Brouwerij Duvel Moortgat NV,Belgium,Belgian Blonde AleRanked #24,Belgian Blonde Ale,Ranked #24, 6.5%,"87Ranked #18,101",87,"Ranked #18,101",3.85 | pDev: 11.17%,3.85,11.17%,227,603,Active,"Nov 05, 2002"
Paddle Break Blonde,Bent Paddle Brewing Co.,"Minnesota, United States",Belgian Blonde AleRanked #25,Belgian Blonde Ale,Ranked #25, 6%,"87Ranked #17,464",87,"Ranked #17,464",3.86 | pDev: 9.84%,3.86,9.84%,16,76,Active,"May 16, 2014"
Blond,Brasserie de l'Abbaye du Val-Dieu,Belgium,Belgian Blonde AleRanked #26,Belgian Blonde Ale,Ranked #26, 6%,"87Ranked #18,051",87,"Ranked #18,051",3.85 | pDev: 11.43%,3.85,11.43%,125,234,Active,"Mar 04, 2002"
King Of Hearts / Hertenheer Blond & Bitter,Brouwerij Het Nest,Belgium,Belgian Blonde AleRanked #27,Belgian Blonde Ale,Ranked #27, 6.5%,"87Ranked #17,641",87,"Ranked #17,641",3.85 | pDev: 10.91%,3.85,10.91%,8,31,Active,"Aug 09, 2012"
Van Hunks,Rhinegeist Brewery,"Ohio, United States",Belgian Blonde AleRanked #28,Belgian Blonde Ale,Ranked #28, 8%,"87Ranked #17,787",87,"Ranked #17,787",3.84 | pDev: 4.69%,3.84,4.69%,8,21,Active,"Jan 12, 2019"
Belgian Blonde,Lupulin Brewing,"Minnesota, United States",Belgian Blonde AleRanked #29,Belgian Blonde Ale,Ranked #29, 6.5%,"87Ranked #17,272",87,"Ranked #17,272",3.85 | pDev: 8.31%,3.85,8.31%,4,13,Active,"Apr 13, 2015"
White Ale - Valencia Orange And Coriander,Castle Island Brewing Co.,"Massachusetts, United States",Belgian Blonde AleRanked #30,Belgian Blonde Ale,Ranked #30, 5.4%,"87Ranked #17,531",87,"Ranked #17,531",3.84 | pDev: 6.25%,3.84,6.25%,6,14,Active,"Apr 14, 2019"
Bink Blond,Brouwerij Kerkom,Belgium,Belgian Blonde AleRanked #31,Belgian Blonde Ale,Ranked #31, 5.5%,"86Ranked #20,070",86,"Ranked #20,070",3.8 | pDev: 10.26%,3.8,10.26%,92,151,Active,"Mar 26, 2003"
Southside Blonde,Perennial Artisan Ales,"Missouri, United States",Belgian Blonde AleRanked #32,Belgian Blonde Ale,Ranked #32, 5.5%,"86Ranked #19,930",86,"Ranked #19,930",3.8 | pDev: 8.68%,3.8,8.68%,22,91,Active,"Sep 24, 2011"
Single In The Sun,Barrel of Monks Brewing,"Florida, United States",Belgian Blonde AleRanked #33,Belgian Blonde Ale,Ranked #33, 4.5%,"87Ranked #18,038",87,"Ranked #18,038",3.81 | pDev: 4.2%,3.81,4.2%,2,10,Active,"Mar 29, 2018"
Corsendonk Blonde,Brouwerij Corsendonk,Belgium,Belgian Blonde AleRanked #34,Belgian Blonde Ale,Ranked #34, 6.5%,"86Ranked #19,277",86,"Ranked #19,277",3.79 | pDev: 7.65%,3.79,7.65%,5,20,Active,"Nov 07, 2012"
Shoreditch Blonde,Redchurch Brewery,"England, United Kingdom",Belgian Blonde AleRanked #35,Belgian Blonde Ale,Ranked #35, 4.5%,"86Ranked #18,799",86,"Ranked #18,799",3.79 | pDev: 6.86%,3.79,6.86%,9,13,Active,"Jan 09, 2013"
Imper Ale Chiara,Birra Tenute Collesi SRL,Italy,Belgian Blonde AleRanked #36,Belgian Blonde Ale,Ranked #36, 6%,"86Ranked #19,628",86,"Ranked #19,628",3.78 | pDev: 9.52%,3.78,9.52%,8,21,Active,"Jul 09, 2011"
La Trappe Blond (Koningshoeven / Dominus),Bierbrouwerij De Koningshoeven B.V.,Netherlands,Belgian Blonde AleRanked #37,Belgian Blonde Ale,Ranked #37, 6.5%,"85Ranked #21,717",85,"Ranked #21,717",3.76 | pDev: 10.64%,3.76,10.64%,167,380,Active,"Sep 24, 2000"
Chouffe Soleil,Brasserie d'Achouffe,Belgium,Belgian Blonde AleRanked #38,Belgian Blonde Ale,Ranked #38, 6%,"85Ranked #21,582",85,"Ranked #21,582",3.76 | pDev: 10.9%,3.76,10.9%,60,178,Active,"Mar 03, 2006"
Viven Blond,Brouwerij Van Viven,Belgium,Belgian Blonde AleRanked #39,Belgian Blonde Ale,Ranked #39, 6.1%,"85Ranked #20,785",85,"Ranked #20,785",3.76 | pDev: 6.91%,3.76,6.91%,16,37,Active,"Sep 26, 2010"
