name,brewery,location,type_rank,type_,rank,abv,score_orank,score,overall_rank,avg_and_pdev,avg_rating,pdev,reviews,ratings,status,date_added
Queen Anne,Forest & Main Brewing Company,"Pennsylvania, United States",English Stout,English Stout,Na, 3.5%,88,88,Na,3.96 | pDev: 5.05%,3.96,5.05%,3,28,Active,"May 06, 2012"
Dark Side,Bath Ales Ltd,"England, United Kingdom",English Stout,English Stout,Na, 4%,85,85,Na,3.71 | pDev: 12.4%,3.71,12.4%,8,28,Active,"Jun 14, 2013"
Cauld Reekie,Stewart Brewing Ltd,"Scotland, United Kingdom",English Stout,English Stout,Na, 6.2%,86,86,Na,3.77 | pDev: 7.96%,3.77,7.96%,9,27,Active,"Jun 26, 2012"
Black Death,Viking Brewery - Vifilfell Ltd.,Iceland,English Stout,English Stout,Na, 5.8%,83,83,Na,3.58 | pDev: 10.61%,3.58,10.61%,12,25,Active,"Nov 08, 2011"
Nail Stout,Nail Brewing Australia Pty Ltd,Australia,English Stout,English Stout,Na, 5.2%,85,85,Na,3.74 | pDev: 9.09%,3.74,9.09%,14,25,Active,"Feb 29, 2004"
Stout,Moor Beer Company,"England, United Kingdom",English StoutRanked #36,English Stout,Ranked #36, 5%,"86Ranked #18,218",86,"Ranked #18,218",3.83 | pDev: 8.36%,3.83,8.36%,6,25,Active,"Mar 23, 2015"
La Colombe Coffee Love Stout,Yards Brewing Co.,"Pennsylvania, United States",English Stout,English Stout,Na, 5%,89,89,Na,3.98 | pDev: 8.79%,3.98,8.79%,4,24,Active,"Dec 21, 2013"
Jackie Tar,MacLeod Ale Brewing Company,"California, United States",English Stout,English Stout,Na, 3.8%,88,88,Na,3.97 | pDev: 12.34%,3.97,12.34%,5,23,Active,"Jun 19, 2014"
Swordfish,Microbrasserie Le Naufrageur,"Quebec, Canada",English Stout,English Stout,Na, 6.75%,87,87,Na,3.87 | pDev: 13.18%,3.87,13.18%,12,23,Active,"Feb 20, 2009"
Coup De Canon,"Le Bilboquet, Brasseur Artisan","Quebec, Canada",English StoutRanked #59,English Stout,Ranked #59, 5%,"82Ranked #25,245",82,"Ranked #25,245",3.5 | pDev: 16%,3.5,16%,9,22,Active,"Nov 15, 2010"
Ink,Camden Town Brewery,"England, United Kingdom",English Stout,English Stout,Na, 4.4%,85,85,Na,3.72 | pDev: 13.17%,3.72,13.17%,3,22,Active,"Dec 14, 2012"
Olde King Coal Stout,Breaker Brewing Company,"Pennsylvania, United States",English Stout,English Stout,Na, 5.5%,86,86,Na,3.82 | pDev: 13.09%,3.82,13.09%,9,22,Active,"Apr 25, 2009"
DarkNESS,Loch Ness Brewery,"Scotland, United Kingdom",English StoutRanked #20,English Stout,Ranked #20, 4.5%,"89Ranked #11,373",89,"Ranked #11,373",4.03 | pDev: 6.7%,4.03,6.7%,8,21,Active,"Aug 14, 2013"
Black Mamba,Microbrasserie Sainte-Hélène,Belgium,English Stout,English Stout,Na, 4.3%,86,86,Na,3.81 | pDev: 11.29%,3.81,11.29%,3,20,Active,"Oct 30, 2012"
Thunder Dog Stout,Gun Hill Brewing Company,"New York, United States",English Stout,English Stout,Na, 5.9%,89,89,Na,4 | pDev: 9%,4,9%,2,20,Active,"Apr 04, 2014"
House Stout,Green Man Brewery,"North Carolina, United States",English Stout,English Stout,Na, 5.2%,83,83,Na,3.56 | pDev: 14.61%,3.56,14.61%,7,20,Active,"Feb 02, 2006"
Ironbridge Wenlock Stout,FreeWheel Brewing Company,"California, United States",English Stout,English Stout,Na, 5.6%,87,87,Na,3.9 | pDev: 9.74%,3.9,9.74%,3,19,Active,"Oct 13, 2013"
Oyster Stout,No-Li Brewhouse,"Washington, United States",English Stout,English Stout,Na, 6.1%,87,87,Na,3.89 | pDev: 9.77%,3.89,9.77%,5,19,Active,"Feb 20, 2015"
Decadence Stout,Weird Beard Brew Co.,"England, United Kingdom",English Stout,English Stout,Na, 5.5%,88,88,Na,3.94 | pDev: 10.41%,3.94,10.41%,6,19,Active,"Oct 18, 2013"
Burton Bridge Bramble Stout,Burton Bridge Brewery,"England, United Kingdom",English StoutRanked #39,English Stout,Ranked #39, 5%,"86Ranked #18,612",86,"Ranked #18,612",3.81 | pDev: 8.4%,3.81,8.4%,17,18,Active,"Oct 03, 2003"
Wild Oats Stout,Rumspringa Brewing Company,"Pennsylvania, United States",English Stout,English Stout,Na, 4.6%,82,82,Na,3.49 | pDev: 16.05%,3.49,16.05%,4,18,Active,"Aug 29, 2011"
Three Boys Oyster Stout,Three Boys Brewery,New Zealand,English Stout,English Stout,Na, 6.2%,87,87,Na,3.84 | pDev: 7.29%,3.84,7.29%,9,18,Active,"May 04, 2008"
Invercargill Pitch Black Black Beer,Invercargill Brewery,New Zealand,English Stout,English Stout,Na, 4.5%,81,81,Na,3.37 | pDev: 21.66%,3.37,21.66%,10,17,Active,"Jun 03, 2003"
Sylvie,Love City Brewing Company,"Pennsylvania, United States",English StoutRanked #30,English Stout,Ranked #30, 5%,"87Ranked #15,915",87,"Ranked #15,915",3.9 | pDev: 6.41%,3.9,6.41%,9,16,Active,"Apr 02, 2018"
Guinness Foreign Extra Stout,Guinness Ltd.,Ireland,Foreign / Export StoutRanked #10,Foreign / Export Stout,Ranked #10, 7.5%,"91Ranked #7,914",91,"Ranked #7,914",4.06 | pDev: 11.58%,4.06,11.58%,999,"2,678",Active,"Jan 30, 2001"
Lion Stout,Ceylon / Lion Brewery Limited,Sri Lanka,Foreign / Export StoutRanked #23,Foreign / Export Stout,Ranked #23, 8.8%,"88Ranked #15,235",88,"Ranked #15,235",3.91 | pDev: 11.76%,3.91,11.76%,932,"1,690",Active,"Jul 28, 2001"
Fade To Black - Volume 1,Left Hand Brewing Company,"Colorado, United States",Foreign / Export StoutRanked #9,Foreign / Export Stout,Ranked #9, 8.5%,"91Ranked #7,084",91,"Ranked #7,084",4.08 | pDev: 8.82%,4.08,8.82%,411,"1,066",Active,"Nov 13, 2009"
Best Extra Stout,Coopers Brewery Limited,Australia,Foreign / Export StoutRanked #40,Foreign / Export Stout,Ranked #40, 6.3%,"86Ranked #18,571",86,"Ranked #18,571",3.84 | pDev: 11.98%,3.84,11.98%,398,716,Active,"Feb 15, 2002"
Lump Of Coal,Ridgeway Brewing,"England, United Kingdom",Foreign / Export StoutRanked #66,Foreign / Export Stout,Ranked #66, 7.5%,"79Ranked #26,970",79,"Ranked #26,970",3.46 | pDev: 15.03%,3.46,15.03%,387,676,Active,"Nov 25, 2004"
Guinness Special Export Stout / Antwerpen Stout,Guinness Ltd.,Ireland,Foreign / Export StoutRanked #7,Foreign / Export Stout,Ranked #7, 8%,"91Ranked #6,246",91,"Ranked #6,246",4.1 | pDev: 10.24%,4.1,10.24%,302,652,Active,"Jun 28, 2003"
Extra Export Stout,Brouwerij De Dolle Brouwers,Belgium,Foreign / Export StoutRanked #34,Foreign / Export Stout,Ranked #34, 9%,"87Ranked #16,725",87,"Ranked #16,725",3.88 | pDev: 12.11%,3.88,12.11%,416,626,Active,"Mar 13, 2004"
City Of The Dead,Modern Times Beer,"California, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 7.5%,91,91,Na,4.1 | pDev: 8.29%,4.1,8.29%,127,578,Active,"Dec 23, 2014"
Dragon Stout,Desnoes & Geddes Limited,Jamaica,Foreign / Export StoutRanked #65,Foreign / Export Stout,Ranked #65, 7.5%,"79Ranked #26,716",79,"Ranked #26,716",3.49 | pDev: 17.48%,3.49,17.48%,286,573,Active,"Jan 30, 2001"
Zonker Stout,Snake River Brewing Company & Brewpub,"Wyoming, United States",Foreign / Export StoutRanked #2,Foreign / Export Stout,Ranked #2, 6%,"93Ranked #3,530",93,"Ranked #3,530",4.18 | pDev: 8.61%,4.18,8.61%,278,554,Active,"Dec 26, 2001"
Guinness 200th Anniversary Export Stout,Guinness Ltd.,Ireland,Foreign / Export StoutRanked #14,Foreign / Export Stout,Ranked #14, 6%,"90Ranked #9,873",90,"Ranked #9,873",4.02 | pDev: 8.46%,4.02,8.46%,180,497,Active,"Sep 02, 2017"
Irish-Style Extra Stout,The Schlafly Tap Room,"Missouri, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 8%,88,88,Na,3.92 | pDev: 10.46%,3.92,10.46%,167,492,Active,"Feb 07, 2007"
Troubadour Obscura,The Musketeers Brouwerijcafé,Belgium,Foreign / Export StoutRanked #28,Foreign / Export Stout,Ranked #28, 8.2%,"87Ranked #16,305",87,"Ranked #16,305",3.89 | pDev: 11.83%,3.89,11.83%,248,447,Active,"Sep 21, 2003"
Tsunami Stout,Pelican Pub & Brewery,"Oregon, United States",Foreign / Export StoutRanked #12,Foreign / Export Stout,Ranked #12, 7%,"90Ranked #9,385",90,"Ranked #9,385",4.03 | pDev: 8.44%,4.03,8.44%,165,445,Active,"May 16, 2002"
Malpais Stout,La Cumbre Brewing Co.,"New Mexico, United States",Foreign / Export StoutRanked #5,Foreign / Export Stout,Ranked #5, 7.5%,"92Ranked #5,582",92,"Ranked #5,582",4.12 | pDev: 8.01%,4.12,8.01%,87,378,Active,"Apr 01, 2011"
Phantom Punch Winter Stout,Baxter Brewing Co.,"Maine, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 6.8%,85,85,Na,3.75 | pDev: 12.8%,3.75,12.8%,56,314,Active,"Nov 24, 2012"
Exit 1 Bayshore Oyster Stout.,Flying Fish Brewing Company,"New Jersey, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 7.5%,88,88,Na,3.94 | pDev: 9.64%,3.94,9.64%,121,298,Active,"Nov 06, 2009"
Hibernal Vinifera Stout,Ska Brewing Co.,"Colorado, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 8%,88,88,Na,3.93 | pDev: 9.41%,3.93,9.41%,60,278,Active,"Dec 29, 2012"
Captain Swain's Extra Stout,Cisco Brewers Inc.,"Massachusetts, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 8%,87,87,Na,3.87 | pDev: 12.66%,3.87,12.66%,152,220,Active,"Feb 21, 2001"
Dissent,Steel Toe Brewing,"Minnesota, United States",Foreign / Export StoutRanked #17,Foreign / Export Stout,Ranked #17, 7%,"89Ranked #12,338",89,"Ranked #12,338",3.97 | pDev: 8.82%,3.97,8.82%,50,217,Active,"Sep 24, 2011"
Void Of Light,Gun Hill Brewing Company,"New York, United States",Foreign / Export StoutRanked #3,Foreign / Export Stout,Ranked #3, 7.9%,"92Ranked #5,130",92,"Ranked #5,130",4.14 | pDev: 7.97%,4.14,7.97%,39,166,Active,"Jul 14, 2014"
Export Stout London 1890,The Kernel Brewery,"England, United Kingdom",Foreign / Export StoutRanked #1,Foreign / Export Stout,Ranked #1, 7.4%,"93Ranked #3,382",93,"Ranked #3,382",4.2 | pDev: 8.1%,4.2,8.1%,67,149,Active,"Dec 19, 2010"
Foreign Style Stout,Upslope Brewing Company - Lee Hill,"Colorado, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 6.9%,83,83,Na,3.65 | pDev: 12.33%,3.65,12.33%,48,141,Active,"Feb 14, 2011"
Rocky Mountain Oyster Stout,Wynkoop Brewing Company,"Colorado, United States",Foreign / Export StoutRanked #59,Foreign / Export Stout,Ranked #59, 9.1%,"83Ranked #24,577",83,"Ranked #24,577",3.64 | pDev: 10.16%,3.64,10.16%,25,129,Active,"Mar 31, 2013"
Extra Stout,Zero Gravity Craft Brewery,"Vermont, United States",Foreign / Export StoutRanked #35,Foreign / Export Stout,Ranked #35, 5.9%,"87Ranked #16,620",87,"Ranked #16,620",3.88 | pDev: 9.54%,3.88,9.54%,45,104,Active,"Apr 08, 2005"
Ridgeway Foreign Export Stout,Ridgeway Brewing,"England, United Kingdom",Foreign / Export StoutRanked #41,Foreign / Export Stout,Ranked #41, 8%,"86Ranked #18,351",86,"Ranked #18,351",3.84 | pDev: 10.94%,3.84,10.94%,67,101,Active,"Feb 04, 2005"
Schwarze Tinte Collab Stout,Hopfenkopf Brau GbR,Germany,Foreign / Export StoutRanked #61,Foreign / Export Stout,Ranked #61, 6.2%,"83Ranked #24,665",83,"Ranked #24,665",3.63 | pDev: 9.09%,3.63,9.09%,47,101,Active,"Oct 19, 2019"
Cazeau Tournay Noire,Brasserie De Cazeau,Belgium,Foreign / Export Stout,Foreign / Export Stout,Na, 7.6%,84,84,Na,3.7 | pDev: 13.78%,3.7,13.78%,59,100,Active,"Oct 17, 2008"
Square Tail Stout,Moat Mountain Smoke House & Brewing Co.,"New Hampshire, United States",Foreign / Export StoutRanked #26,Foreign / Export Stout,Ranked #26, 5.8%,"87Ranked #15,745",87,"Ranked #15,745",3.9 | pDev: 9.49%,3.9,9.49%,32,99,Active,"Oct 06, 2002"
Hakim Stout,Harar Beer Factory,Ethiopia,Foreign / Export Stout,Foreign / Export Stout,Na, 5.5%,76,76,Na,3.24 | pDev: 17.9%,3.24,17.9%,53,90,Active,"Jul 18, 2003"
Oesterstout,Scheldebrouwerij,Belgium,Foreign / Export StoutRanked #52,Foreign / Export Stout,Ranked #52, 8.5%,"84Ranked #22,253",84,"Ranked #22,253",3.73 | pDev: 11.26%,3.73,11.26%,36,89,Active,"Jul 27, 2005"
Exorcist,Local Option,"Illinois, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 8.5%,89,89,Na,4.01 | pDev: 8.23%,4.01,8.23%,15,76,Active,"Sep 19, 2014"
Extra Stout,Jopen Bier BV Haarlem,Netherlands,Foreign / Export StoutRanked #62,Foreign / Export Stout,Ranked #62, 5.5%,"82Ranked #25,195",82,"Ranked #25,195",3.59 | pDev: 14.21%,3.59,14.21%,31,75,Active,"Nov 06, 2005"
Hot Blooded Foreign Stout,Cigar City Brewing,"Florida, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 7%,92,92,Na,4.16 | pDev: 8.41%,4.16,8.41%,21,74,Active,"Aug 27, 2011"
Black Rock Stout,Crossroads Brewing Company,"New York, United States",Foreign / Export StoutRanked #11,Foreign / Export Stout,Ranked #11, 7.3%,"91Ranked #7,992",91,"Ranked #7,992",4.08 | pDev: 9.07%,4.08,9.07%,25,73,Active,"May 25, 2011"
Jamaica Stout,Big City Brewing CO LTD,Jamaica,Foreign / Export Stout,Foreign / Export Stout,Na, 7.6%,84,84,Na,3.69 | pDev: 12.47%,3.69,12.47%,47,68,Active,"May 22, 2005"
Dead Irish Poet,Finnegans Brew Co.,"Minnesota, United States",Foreign / Export StoutRanked #22,Foreign / Export Stout,Ranked #22, 7%,"88Ranked #13,970",88,"Ranked #13,970",3.94 | pDev: 9.14%,3.94,9.14%,21,68,Active,"Oct 08, 2014"
Bulls Bay Oyster Stout,COAST Brewing Company,"South Carolina, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 5.8%,93,93,Na,4.21 | pDev: 7.6%,4.21,7.6%,18,64,Active,"Jan 19, 2011"
Strong Back Stout,Bahamian Brewery Beverage & Co. Ltd.,Bahamas,Foreign / Export StoutRanked #48,Foreign / Export Stout,Ranked #48, 7.6%,"85Ranked #21,176",85,"Ranked #21,176",3.76 | pDev: 12.5%,3.76,12.5%,22,64,Active,"Mar 25, 2010"
Foreign Export Stout,Kuhnhenn Brewing Company,"Michigan, United States",Foreign / Export StoutRanked #38,Foreign / Export Stout,Ranked #38, 7%,"87Ranked #17,837",87,"Ranked #17,837",3.85 | pDev: 8.31%,3.85,8.31%,12,58,Active,"Dec 21, 2009"
Guinness Foreign Extra Stout (Africa),Guinness Nigeria PLC,Nigeria,Foreign / Export StoutRanked #49,Foreign / Export Stout,Ranked #49, 7.5%,"85Ranked #21,432",85,"Ranked #21,432",3.75 | pDev: 17.33%,3.75,17.33%,34,57,Active,"Apr 13, 2005"
Big Head Stout,Three Heads Brewing,"New York, United States",Foreign / Export StoutRanked #58,Foreign / Export Stout,Ranked #58, 7%,"83Ranked #23,886",83,"Ranked #23,886",3.65 | pDev: 13.42%,3.65,13.42%,10,54,Active,"Oct 26, 2012"
Cherry Bean Coffee Stout,Brau Brothers Brewing Co. LLC,"Minnesota, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 7.5%,85,85,Na,3.77 | pDev: 16.18%,3.77,16.18%,22,53,Active,"Feb 09, 2012"
Vermont Spruce Stout,Rock Art Brewery,"Vermont, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 8%,83,83,Na,3.66 | pDev: 7.38%,3.66,7.38%,13,52,Active,"Jul 28, 2014"
Dead Blow,Braxton Brewing Company,"Kentucky, United States",Foreign / Export StoutRanked #27,Foreign / Export Stout,Ranked #27, 7.2%,"87Ranked #15,796",87,"Ranked #15,796",3.9 | pDev: 6.15%,3.9,6.15%,6,49,Active,"Mar 06, 2015"
Cascade Stout,Cascade Brewery Company Ltd.,Australia,Foreign / Export Stout,Foreign / Export Stout,Na, 5.8%,79,79,Na,3.37 | pDev: 13.65%,3.37,13.65%,28,49,Active,"Feb 24, 2004"
Tsingtao Stout,"Tsingtao Brewery Co., Ltd.",China,Foreign / Export Stout,Foreign / Export Stout,Na, 7.5%,76,76,Na,3.23 | pDev: 24.77%,3.23,24.77%,17,49,Active,"Aug 29, 2009"
Starkweather Stout,Bearded Lamb Brewing Company,"Michigan, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 6.3%,83,83,Na,3.65 | pDev: 14.52%,3.65,14.52%,11,48,Active,"Jul 11, 2010"
Ceres Royal Stout (Ceres Extra Strong Stout),Ceres Brewery (Royal Unibrew),Denmark,Foreign / Export Stout,Foreign / Export Stout,Na, 7.7%,85,85,Na,3.75 | pDev: 10.93%,3.75,10.93%,26,47,Active,"Jan 30, 2001"
Hot Chocolate,Fieldwork Brewing Co.,"California, United States",Foreign / Export StoutRanked #13,Foreign / Export Stout,Ranked #13, 6.6%,"90Ranked #9,225",90,"Ranked #9,225",4.06 | pDev: 9.61%,4.06,9.61%,11,46,Active,"Jun 13, 2015"
Kinsale,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,"Missouri, United States",Foreign / Export StoutRanked #39,Foreign / Export Stout,Ranked #39, 7.6%,"87Ranked #17,754",87,"Ranked #17,754",3.85 | pDev: 8.83%,3.85,8.83%,20,44,Active,"Jul 05, 2011"
Guinness Foreign Extra Stout (Jamaica),Desnoes & Geddes Limited,Jamaica,Foreign / Export Stout,Foreign / Export Stout,Na, 6.5%,83,83,Na,3.65 | pDev: 13.42%,3.65,13.42%,22,41,Active,"Apr 03, 2007"
ABC Extra Stout,Asia Pacific Breweries Limited,Singapore,Foreign / Export StoutRanked #67,Foreign / Export Stout,Ranked #67, 8.8%,"78Ranked #27,165",78,"Ranked #27,165",3.32 | pDev: 17.47%,3.32,17.47%,27,41,Active,"Aug 18, 2002"
O'Hara's Barrel Aged Leann Folláin,Carlow Brewing Company,Ireland,Foreign / Export StoutRanked #37,Foreign / Export Stout,Ranked #37, 8.1%,"87Ranked #16,951",87,"Ranked #16,951",3.87 | pDev: 12.66%,3.87,12.66%,14,41,Active,"Dec 04, 2013"
Organic Hibernator Export Oatmeal Stout,Black Isle Brewery Co Ltd,"Scotland, United Kingdom",Foreign / Export StoutRanked #33,Foreign / Export Stout,Ranked #33, 7%,"87Ranked #16,169",87,"Ranked #16,169",3.89 | pDev: 11.05%,3.89,11.05%,11,40,Active,"May 07, 2009"
Southwark Old Stout,South Australia Brewing Co.,Australia,Foreign / Export StoutRanked #43,Foreign / Export Stout,Ranked #43, 7.4%,"86Ranked #18,432",86,"Ranked #18,432",3.83 | pDev: 13.05%,3.83,13.05%,27,39,Active,"Aug 07, 2002"
Cimmerian Portal,Stone Brewing,"California, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 6.5%,87,87,Na,3.89 | pDev: 7.97%,3.89,7.97%,8,38,Active,"Sep 09, 2013"
Trio Brouwerij Extra Stout,Oranjeboom Bierbrouwerij B. V.,Netherlands,Foreign / Export StoutRanked #60,Foreign / Export Stout,Ranked #60, 7.2%,"83Ranked #24,475",83,"Ranked #24,475",3.6 | pDev: 14.17%,3.6,14.17%,11,37,Active,"Nov 24, 2006"
Correspondent,Wander Brewing,"Washington, United States",Foreign / Export StoutRanked #24,Foreign / Export Stout,Ranked #24, 6.4%,"88Ranked #14,645",88,"Ranked #14,645",3.93 | pDev: 6.62%,3.93,6.62%,15,34,Active,"May 26, 2014"
Barrel Aged Void Of Light,Gun Hill Brewing Company,"New York, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 8.1%,92,92,Na,4.19 | pDev: 6.21%,4.19,6.21%,6,34,Active,"Jan 27, 2015"
Desert Select Export Stout,Moab Brewery,"Utah, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 8%,90,90,Na,4.04 | pDev: 7.67%,4.04,7.67%,10,33,Active,"Sep 21, 2013"
Starry Night Stout,Island Brewing Company,"California, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 6.8%,79,79,Na,3.34 | pDev: 21.26%,3.34,21.26%,15,31,Active,"Jan 05, 2006"
Space Stout,Laurelwood Public House & Brewery,"Oregon, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 6.1%,81,81,Na,3.48 | pDev: 12.93%,3.48,12.93%,15,31,Active,"Feb 11, 2004"
Old Ford Export Stout,Redchurch Brewery,"England, United Kingdom",Foreign / Export StoutRanked #31,Foreign / Export Stout,Ranked #31, 7.5%,"87Ranked #15,829",87,"Ranked #15,829",3.9 | pDev: 7.69%,3.9,7.69%,15,31,Active,"Jun 24, 2013"
Seaport Vanilla Stout,Lighthouse Brewing Company,"British Columbia, Canada",Foreign / Export Stout,Foreign / Export Stout,Na, 5.5%,88,88,Na,3.91 | pDev: 7.16%,3.91,7.16%,12,30,Active,"Oct 26, 2014"
Montserrat,Cervesa Guineu,Spain,Foreign / Export Stout,Foreign / Export Stout,Na, 6.5%,85,85,Na,3.76 | pDev: 10.37%,3.76,10.37%,11,30,Active,"Jun 13, 2010"
Sotholmen Extra Stout,Nynäshamns Ångbryggeri,Sweden,Foreign / Export Stout,Foreign / Export Stout,Na, 7%,85,85,Na,3.73 | pDev: 13.4%,3.73,13.4%,15,30,Active,"Sep 21, 2004"
Guinness Foreign Extra (St. Lucia Version),Windward & Leeward Brewery Ltd.,Saint Lucia,Foreign / Export StoutRanked #54,Foreign / Export Stout,Ranked #54, 7.5%,"84Ranked #22,346",84,"Ranked #22,346",3.69 | pDev: 14.09%,3.69,14.09%,12,28,Active,"Jan 15, 2010"
Alexander Black,Alexander,Israel,Foreign / Export StoutRanked #50,Foreign / Export Stout,Ranked #50, 7%,"85Ranked #21,349",85,"Ranked #21,349",3.73 | pDev: 10.99%,3.73,10.99%,15,28,Active,"Apr 25, 2014"
Stout 8,Brouwerij Maximus,Netherlands,Foreign / Export StoutRanked #57,Foreign / Export Stout,Ranked #57, 8%,"83Ranked #23,691",83,"Ranked #23,691",3.62 | pDev: 11.6%,3.62,11.6%,9,26,Active,"Mar 23, 2013"
Buxton Extra Stout,Buxton Brewery,"England, United Kingdom",Foreign / Export StoutRanked #6,Foreign / Export Stout,Ranked #6, 7.4%,"92Ranked #5,279",92,"Ranked #5,279",4.21 | pDev: 5.94%,4.21,5.94%,11,26,Active,"Oct 06, 2015"
Thudstaff,Hoof Hearted Brewing,"Ohio, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 8.3%,88,88,Na,3.94 | pDev: 13.2%,3.94,13.2%,6,26,Active,"Apr 17, 2015"
Ace Of Spades,Brewboys,Australia,Foreign / Export Stout,Foreign / Export Stout,Na, 5.9%,88,88,Na,3.97 | pDev: 10.33%,3.97,10.33%,20,25,Active,"Aug 27, 2008"
Custer’s Last Stout,Montana Brewing Company,"Montana, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 5.4%,87,87,Na,3.89 | pDev: 7.97%,3.89,7.97%,10,25,Active,"Aug 15, 2002"
Dead Blow - Coffee,Braxton Brewing Company,"Kentucky, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 7.2%,90,90,Na,4.1 | pDev: 7.07%,4.1,7.07%,6,24,Active,"Jun 13, 2015"
Guinness Foreign Extra Stout (Malaysia),Guinness Anchor Berhad / Sungei Way Brewery,Malaysia,Foreign / Export Stout,Foreign / Export Stout,Na, 6.8%,88,88,Na,3.95 | pDev: 10.38%,3.95,10.38%,14,24,Active,"Apr 22, 2008"
Titanic Strong Stout,Spinnakers Gastro Brewpub & Guesthouse,"British Columbia, Canada",Foreign / Export Stout,Foreign / Export Stout,Na, 7.75%,80,80,Na,3.4 | pDev: 18.53%,3.4,18.53%,10,24,Active,"Jun 15, 2007"
Export Stout,The Schlafly Tap Room,"Missouri, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 6%,87,87,Na,3.84 | pDev: 7.29%,3.84,7.29%,13,24,Active,"Feb 23, 2020"
Dark And Lusty Stout,Canteen Brewhouse,"New Mexico, United States",Foreign / Export StoutRanked #45,Foreign / Export Stout,Ranked #45, 8%,"86Ranked #18,514",86,"Ranked #18,514",3.82 | pDev: 7.07%,3.82,7.07%,4,24,Active,"Oct 30, 2011"
Cascade Export Stout,Cascade Brewery Company Ltd.,Australia,Foreign / Export Stout,Foreign / Export Stout,Na, 5.8%,83,83,Na,3.58 | pDev: 12.01%,3.58,12.01%,17,23,Active,"Jun 17, 2002"
Export Stout,Ponysaurus Brewing Co.,"North Carolina, United States",Foreign / Export StoutRanked #25,Foreign / Export Stout,Ranked #25, 6.2%,"88Ranked #15,174",88,"Ranked #15,174",3.96 | pDev: 6.82%,3.96,6.82%,7,23,Active,"Oct 07, 2016"
Port Royal Export Stout,7 Seas Brewery and Taproom,"Washington, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 6.8%,87,87,Na,3.87 | pDev: 10.34%,3.87,10.34%,4,23,Active,"Dec 13, 2009"
Greg,Hopfenstark,"Quebec, Canada",Foreign / Export Stout,Foreign / Export Stout,Na, 7%,89,89,Na,4 | pDev: 8%,4,8%,7,22,Active,"Oct 31, 2010"
Dragon Stout Spitfire,Desnoes & Geddes Limited,Jamaica,Foreign / Export StoutRanked #64,Foreign / Export Stout,Ranked #64, 10%,"80Ranked #26,417",80,"Ranked #26,417",3.37 | pDev: 18.1%,3.37,18.1%,10,22,Active,"Mar 05, 2011"
Reformation,Wooden Cask Brewing Company,"Kentucky, United States",Foreign / Export StoutRanked #29,Foreign / Export Stout,Ranked #29, 8%,"88Ranked #15,539",88,"Ranked #15,539",3.91 | pDev: 4.09%,3.91,4.09%,10,22,Active,"Nov 23, 2016"
Stand Up And Shout,Wild Ride Brewing Co.,"Oregon, United States",Foreign / Export StoutRanked #56,Foreign / Export Stout,Ranked #56, 7%,"84Ranked #22,681",84,"Ranked #22,681",3.66 | pDev: 12.57%,3.66,12.57%,8,22,Active,"Nov 18, 2014"
Dragon Stout Fire,Desnoes & Geddes Limited,Jamaica,Foreign / Export StoutRanked #55,Foreign / Export Stout,Ranked #55, 10%,"84Ranked #22,461",84,"Ranked #22,461",3.67 | pDev: 15.53%,3.67,15.53%,16,22,Active,"Apr 15, 2021"
7200' Stout,Altitude Chophouse & Brewery,"Wyoming, United States",Foreign / Export Stout,Foreign / Export Stout,Na, 7%,84,84,Na,3.65 | pDev: 10.14%,3.65,10.14%,5,22,Active,"Feb 27, 2006"
Lake Monster #4,Oasis Texas Brewing Company,"Texas, United States",Foreign / Export Stout,Foreign / Export Stout,Na,Not listed,87,87,Na,3.9 | pDev: 9.49%,3.9,9.49%,3,21,Active,"May 19, 2016"
Hite Stout,Hite Brewery Company LTD,Korea (South),Foreign / Export Stout,Foreign / Export Stout,Na, 5%,66,66,Na,2.34 | pDev: 28.63%,2.34,28.63%,14,21,Active,"Nov 18, 2003"
